video_id,path,label,source
Custom_fake__773_652.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/773_652.mp4,1,Custom_fake
FF_FaceShifter__088_060.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/088_060.mp4,1,FF_FaceShifter
Celeb_real__id10_0001.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id10_0001.mp4,0,Celeb_real
Celeb_real__id37_0000.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id37_0000.mp4,0,Celeb_real
Custom_fake__848_894.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/848_894.mp4,1,Custom_fake
Custom_real__430.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/430.mp4,0,Custom_real
FF_NeuralTextures__327_329.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/327_329.mp4,1,FF_NeuralTextures
DFDC__ciyoudyhly.mp4,/kaggle/input/datasets/swapnavasireddy/dfdc-sample-video/ciyoudyhly.mp4,0,DFDC
Custom_real__168.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/168.mp4,0,Custom_real
Custom_real__652.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/652.mp4,0,Custom_real
FF_real__565.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/565.mp4,0,FF_real
YT_real__00203.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/YouTube-real/00203.mp4,0,YT_real
Custom_real__478.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/478.mp4,0,Custom_real
Celeb_real__id50_0001.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id50_0001.mp4,0,Celeb_real
FF_NeuralTextures__203_201.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/203_201.mp4,1,FF_NeuralTextures
FF_real__379.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/379.mp4,0,FF_real
DFDC__bwhlgysghg.mp4,/kaggle/input/datasets/swapnavasireddy/dfdc-sample-video/bwhlgysghg.mp4,0,DFDC
FF_Face2Face__257_420.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/257_420.mp4,1,FF_Face2Face
Celeb_real__id58_0007.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id58_0007.mp4,0,Celeb_real
FF_NeuralTextures__085_124.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/085_124.mp4,1,FF_NeuralTextures
FF_FaceShifter__770_791.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/770_791.mp4,1,FF_FaceShifter
Custom_real__768.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/768.mp4,0,Custom_real
Custom_fake__448_361.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/448_361.mp4,1,Custom_fake
FF_real__408.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/408.mp4,0,FF_real
Custom_real__435.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/435.mp4,0,Custom_real
FF_Deepfakes__689_690.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Deepfakes/689_690.mp4,1,FF_Deepfakes
FF_real__473.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/473.mp4,0,FF_real
FF_DeepFakeDetection__01_20__walk_down_hall_angry__FW94AIMJ.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/01_20__walk_down_hall_angry__FW94AIMJ.mp4,1,FF_DeepFakeDetection
FF_FaceSwap__267_286.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap/267_286.mp4,1,FF_FaceSwap
FF_NeuralTextures__425_485.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/425_485.mp4,1,FF_NeuralTextures
FF_Deepfakes__087_081.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Deepfakes/087_081.mp4,1,FF_Deepfakes
Custom_fake__469_481.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/469_481.mp4,1,Custom_fake
FF_Deepfakes__100_077.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Deepfakes/100_077.mp4,1,FF_Deepfakes
YT_real__00055.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/YouTube-real/00055.mp4,0,YT_real
FF_real__080.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/080.mp4,0,FF_real
Custom_real__666.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/666.mp4,0,Custom_real
FF_real__223.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/223.mp4,0,FF_real
Celeb_fake__id23_id1_0004.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id23_id1_0004.mp4,1,Celeb_fake
FF_FaceSwap__786_819.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap/786_819.mp4,1,FF_FaceSwap
Custom_real__158.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/158.mp4,0,Custom_real
Celeb_real__id48_0008.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id48_0008.mp4,0,Celeb_real
FF_NeuralTextures__860_905.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/860_905.mp4,1,FF_NeuralTextures
FF_NeuralTextures__389_480.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/389_480.mp4,1,FF_NeuralTextures
Custom_real__882.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/882.mp4,0,Custom_real
Custom_real__739.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/739.mp4,0,Custom_real
FF_real__161.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/161.mp4,0,FF_real
Custom_fake__420_257.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/420_257.mp4,1,Custom_fake
FF_FaceSwap__680_486.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap/680_486.mp4,1,FF_FaceSwap
DFDC__eajlrktemq.mp4,/kaggle/input/datasets/swapnavasireddy/dfdc-sample-video/eajlrktemq.mp4,1,DFDC
Custom_real__966.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/966.mp4,0,Custom_real
Celeb_fake__id52_id58_0008.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id52_id58_0008.mp4,1,Celeb_fake
FF_DeepFakeDetection__14_26__secret_conversation__SU8SAHTT.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/14_26__secret_conversation__SU8SAHTT.mp4,1,FF_DeepFakeDetection
FF_FaceShifter__221_206.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/221_206.mp4,1,FF_FaceShifter
FF_Face2Face__197_224.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/197_224.mp4,1,FF_Face2Face
Custom_fake__609_596.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/609_596.mp4,1,Custom_fake
FF_DeepFakeDetection__07_14__outside_talking_pan_laughing__P9QFO50U.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/07_14__outside_talking_pan_laughing__P9QFO50U.mp4,1,FF_DeepFakeDetection
FF_Face2Face__071_054.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/071_054.mp4,1,FF_Face2Face
Celeb_real__id58_0004.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id58_0004.mp4,0,Celeb_real
Custom_fake__524_580.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/524_580.mp4,1,Custom_fake
Custom_fake__159_175.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/159_175.mp4,1,Custom_fake
Custom_fake__649_816.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/649_816.mp4,1,Custom_fake
Custom_fake__850_764.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/850_764.mp4,1,Custom_fake
FF_DeepFakeDetection__07_26__walk_down_hall_angry__FGNGC2GT.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/07_26__walk_down_hall_angry__FGNGC2GT.mp4,1,FF_DeepFakeDetection
Celeb_fake__id37_id29_0000.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id37_id29_0000.mp4,1,Celeb_fake
FF_NeuralTextures__735_774.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/735_774.mp4,1,FF_NeuralTextures
FF_real__570.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/570.mp4,0,FF_real
DFDC__avibnnhwhp.mp4,/kaggle/input/datasets/swapnavasireddy/dfdc-sample-video/avibnnhwhp.mp4,1,DFDC
Custom_fake__459_430.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/459_430.mp4,1,Custom_fake
FF_FaceShifter__451_449.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/451_449.mp4,1,FF_FaceShifter
Custom_fake__376_381.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/376_381.mp4,1,Custom_fake
FF_FaceSwap__630_623.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap/630_623.mp4,1,FF_FaceSwap
Custom_fake__670_661.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/670_661.mp4,1,Custom_fake
FF_real__764.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/764.mp4,0,FF_real
Custom_fake__266_252.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/266_252.mp4,1,Custom_fake
FF_FaceSwap__194_235.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap/194_235.mp4,1,FF_FaceSwap
Celeb_real__id42_0000.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id42_0000.mp4,0,Celeb_real
FF_Deepfakes__473_366.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Deepfakes/473_366.mp4,1,FF_Deepfakes
Custom_real__572.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/572.mp4,0,Custom_real
Custom_fake__948_965.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/948_965.mp4,1,Custom_fake
FF_DeepFakeDetection__19_24__walk_down_hall_angry__RKQTC50P.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/DeepFakeDetection/19_24__walk_down_hall_angry__RKQTC50P.mp4,1,FF_DeepFakeDetection
Celeb_real__id27_0007.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id27_0007.mp4,0,Celeb_real
Celeb_real__id56_0000.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id56_0000.mp4,0,Celeb_real
Custom_real__517.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/517.mp4,0,Custom_real
Celeb_real__id42_0002.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id42_0002.mp4,0,Celeb_real
FF_real__269.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/269.mp4,0,FF_real
DFDC__dhxctgyoqj.mp4,/kaggle/input/datasets/swapnavasireddy/dfdc-sample-video/dhxctgyoqj.mp4,0,DFDC
DFDC__aettqgevhz.mp4,/kaggle/input/datasets/swapnavasireddy/dfdc-sample-video/aettqgevhz.mp4,1,DFDC
Celeb_real__id40_0007.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id40_0007.mp4,0,Celeb_real
Custom_real__670.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/670.mp4,0,Custom_real
Custom_real__221.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/221.mp4,0,Custom_real
Custom_real__331.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/331.mp4,0,Custom_real
FF_real__517.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/517.mp4,0,FF_real
Custom_real__648.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/648.mp4,0,Custom_real
Custom_real__216.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/216.mp4,0,Custom_real
Celeb_real__id34_0001.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id34_0001.mp4,0,Celeb_real
Celeb_real__id24_0009.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id24_0009.mp4,0,Celeb_real
FF_real__739.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/739.mp4,0,FF_real
Custom_real__071.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/071.mp4,0,Custom_real
FF_Deepfakes__765_867.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Deepfakes/765_867.mp4,1,FF_Deepfakes
YT_real__00139.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/YouTube-real/00139.mp4,0,YT_real
Celeb_fake__id53_id50_0008.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id53_id50_0008.mp4,1,Celeb_fake
Custom_real__480.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/480.mp4,0,Custom_real
FF_Face2Face__567_606.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/567_606.mp4,1,FF_Face2Face
FF_NeuralTextures__801_855.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/801_855.mp4,1,FF_NeuralTextures
Custom_real__919.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/919.mp4,0,Custom_real
Custom_fake__294_292.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/294_292.mp4,1,Custom_fake
Celeb_real__id54_0007.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id54_0007.mp4,0,Celeb_real
FF_real__163.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/163.mp4,0,FF_real
FF_FaceShifter__188_191.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/188_191.mp4,1,FF_FaceShifter
FF_FaceSwap__670_661.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap/670_661.mp4,1,FF_FaceSwap
Custom_real__485.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/485.mp4,0,Custom_real
DFDC__edyncaijwx.mp4,/kaggle/input/datasets/swapnavasireddy/dfdc-sample-video/edyncaijwx.mp4,0,DFDC
FF_Face2Face__565_589.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/565_589.mp4,1,FF_Face2Face
Celeb_real__id29_0007.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id29_0007.mp4,0,Celeb_real
FF_real__217.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/217.mp4,0,FF_real
Custom_real__425.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/425.mp4,0,Custom_real
FF_real__955.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/955.mp4,0,FF_real
FF_Face2Face__309_303.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/309_303.mp4,1,FF_Face2Face
Custom_real__370.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/370.mp4,0,Custom_real
Celeb_real__id58_0000.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id58_0000.mp4,0,Celeb_real
Custom_real__389.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/389.mp4,0,Custom_real
FF_NeuralTextures__338_336.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/338_336.mp4,1,FF_NeuralTextures
Celeb_real__id27_0001.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id27_0001.mp4,0,Celeb_real
FF_real__167.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/167.mp4,0,FF_real
Custom_fake__720_672.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/720_672.mp4,1,Custom_fake
Custom_real__081.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/081.mp4,0,Custom_real
DFDC__ctzmavwror.mp4,/kaggle/input/datasets/swapnavasireddy/dfdc-sample-video/ctzmavwror.mp4,1,DFDC
FF_NeuralTextures__767_694.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/767_694.mp4,1,FF_NeuralTextures
FF_Face2Face__948_965.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/948_965.mp4,1,FF_Face2Face
FF_NeuralTextures__988_966.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/988_966.mp4,1,FF_NeuralTextures
FF_real__714.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/714.mp4,0,FF_real
FF_FaceShifter__624_570.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/624_570.mp4,1,FF_FaceShifter
Custom_real__611.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/611.mp4,0,Custom_real
FF_real__986.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/986.mp4,0,FF_real
Custom_fake__008_990.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/008_990.mp4,1,Custom_fake
FF_NeuralTextures__637_427.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/NeuralTextures/637_427.mp4,1,FF_NeuralTextures
Custom_real__823.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/823.mp4,0,Custom_real
Custom_fake__897_969.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/deepfake_videos/897_969.mp4,1,Custom_fake
Celeb_fake__id17_id35_0005.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id17_id35_0005.mp4,1,Celeb_fake
Custom_real__907.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/907.mp4,0,Custom_real
Custom_real__578.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/578.mp4,0,Custom_real
FF_real__863.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/863.mp4,0,FF_real
Custom_real__122.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/122.mp4,0,Custom_real
Custom_real__876.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/876.mp4,0,Custom_real
FF_real__718.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/718.mp4,0,FF_real
FF_FaceShifter__620_619.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/620_619.mp4,1,FF_FaceShifter
YT_real__00128.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/YouTube-real/00128.mp4,0,YT_real
Custom_real__121.mp4,/kaggle/input/datasets/swapnavasireddy/400video/content/drive/MyDrive/face_dataset_dip/real_videos/121.mp4,0,Custom_real
FF_FaceSwap__317_359.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceSwap/317_359.mp4,1,FF_FaceSwap
FF_Deepfakes__580_524.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Deepfakes/580_524.mp4,1,FF_Deepfakes
Celeb_real__id11_0009.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id11_0009.mp4,0,Celeb_real
FF_real__220.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/220.mp4,0,FF_real
FF_FaceShifter__595_597.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/595_597.mp4,1,FF_FaceShifter
FF_FaceShifter__075_977.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/FaceShifter/075_977.mp4,1,FF_FaceShifter
FF_real__978.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/original/978.mp4,0,FF_real
FF_Face2Face__962_929.mp4,/kaggle/input/datasets/xdxd003/ff-c23/FaceForensics++_C23/Face2Face/962_929.mp4,1,FF_Face2Face
Celeb_real__id33_0007.mp4,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-real/id33_0007.mp4,0,Celeb_real
